,name,surname,salary
2274,Xico,Cave,6750
2275,Roger,Feynman,4500
2276,Henry,Cave,3750
2277,John,Feynman,5750
2278,Mike,Goodman,4500
2279,Roger,Feynman,4500
2280,Henry,Feynman,6750
2281,Henry,Cave,6750
2282,Henry,White,5250
2283,Roger,Feynman,4500
2284,Xico,Red,5250
2285,Xico,Red,3000
2286,John,Goodman,6750
2287,John,Red,5750
2288,Henry,White,3000
2289,Xico,White,4250
2290,John,Goodman,3000
2291,Mike,White,3000
2292,John,Cave,3000
2293,Henry,White,5750
2294,Roger,Feynman,3000
2295,Roger,Goodman,3000
2296,Henry,Goodman,3000
2297,Mike,White,4250
2298,Xico,Cave,3000
2299,Roger,Feynman,5750
2300,Henry,Cave,4500
2301,Henry,Cave,3000
2302,Xico,Feynman,3750
2303,Mike,Goodman,5250
2304,John,Goodman,5750
2305,Xico,White,3750
2306,Mike,Cave,3000
2307,Roger,Goodman,3750
2308,Roger,Cave,6750
2309,Xico,Cave,4500
2310,Mike,Red,3000
2311,Henry,Red,4500
2312,Xico,Goodman,4250
2313,Mike,White,4250
2314,Roger,Cave,4250
2315,John,Feynman,3000
2316,Mike,Goodman,3000
2317,John,Goodman,4500
2318,Mike,White,5250
2319,Mike,Goodman,3750
2320,Mike,Red,5750
2321,Mike,White,4500
2322,Henry,White,4500
2323,John,Goodman,4250
2324,John,Goodman,3750
2325,John,Cave,4250
2326,Henry,Feynman,3000
2327,John,White,3000
2328,Roger,White,4250
2329,Henry,Goodman,4250
2330,John,Cave,3000
2331,Mike,Goodman,6750
2332,Xico,Goodman,4500
2333,Roger,Goodman,3000
2334,Mike,Red,6750
2335,Roger,Cave,3000
2336,Roger,Cave,3000
2337,Xico,Red,4250
2338,Xico,Red,4500
2339,Roger,Goodman,3000
2340,Xico,Feynman,4500
2341,John,Cave,5750
2342,Xico,White,5750
2343,Xico,White,3000
2344,Henry,Goodman,5750
2345,Xico,Cave,6750
2346,Roger,Cave,5250
2347,Henry,Goodman,3750
2348,Mike,Feynman,3750
2349,Mike,Red,6750
2350,Henry,Cave,3000
2351,Mike,Cave,4500
2352,John,Goodman,3750
2353,Mike,Goodman,3000
2354,Mike,Red,5750
2355,Xico,Goodman,5750
2356,Henry,White,4500
2357,Roger,Feynman,4500
2358,Xico,Feynman,5750
2359,Henry,White,3750
2360,Xico,Feynman,3000
2361,Mike,White,3000
2362,Mike,Goodman,4500
2363,John,Red,3000
2364,Henry,Feynman,3000
2365,John,Cave,4250
2366,Roger,Goodman,4500
2367,John,Red,6750
2368,John,White,3750
2369,Roger,Red,5250
2370,Mike,Red,4250
2371,Xico,Red,4500
2372,Xico,Red,4500
2373,Roger,Feynman,5750
2374,Mike,Red,4500
2375,Xico,Goodman,5750
2376,Mike,Cave,5750
2377,Henry,Cave,5750
2378,Xico,Red,4500
2379,Mike,Red,5250
2380,Henry,Feynman,5750
2381,Xico,White,5750
2382,John,Goodman,3000
2383,Mike,Goodman,4500
2384,Mike,Feynman,6750
2385,John,Goodman,4500
2386,Henry,Cave,3750
2387,Roger,Goodman,5750
2388,John,White,5250
2389,Roger,Feynman,3000
2390,Henry,Cave,3750
2391,Mike,White,3750
2392,Xico,Goodman,4500
2393,John,Feynman,3000
2394,Mike,Cave,4250
2395,Henry,Cave,3750
2396,Roger,Goodman,4500
2397,Henry,Feynman,5750
2398,Roger,Feynman,3000
2399,Xico,Feynman,4500
2400,Mike,Feynman,6750
2401,Xico,Goodman,5750
2402,Mike,Goodman,4250
2403,Roger,Red,5750
2404,Mike,Red,5750
2405,Xico,Goodman,4500
2406,Henry,Red,6750
2407,John,Feynman,4250
2408,Mike,White,6750
2409,John,Red,3000
2410,Roger,Red,4500
2411,John,Cave,6750
2412,Roger,Goodman,4500
2413,Xico,Feynman,6750
2414,Mike,Red,5750
2415,Henry,Red,3750
2416,John,Cave,4500
2417,Xico,Feynman,5250
2418,Henry,Cave,3000
2419,Mike,Cave,4250
2420,John,Red,3750
2421,Henry,Feynman,6750
2422,Roger,Cave,4250
2423,Mike,Goodman,5250
2424,John,Goodman,3000
2425,Henry,White,3000
2426,Mike,Feynman,3000
2427,Henry,Goodman,5750
2428,Xico,Feynman,6750
2429,Xico,White,5750
2430,Roger,Goodman,4500
2431,John,Red,4500
2432,John,Goodman,4500
2433,Henry,Feynman,3000
2434,John,Feynman,6750
2435,Mike,Cave,3000
2436,John,Cave,4500
2437,Mike,Goodman,4500
2438,John,Goodman,4250
2439,John,Cave,6750
2440,John,White,3000
2441,Henry,Goodman,5250
2442,Mike,Feynman,5250
2443,Mike,Cave,5250
2444,Henry,White,3000
2445,John,Red,5250
2446,Mike,White,4500
2447,Mike,Cave,4500
2448,Roger,Feynman,5250
2449,John,Feynman,4250
2450,Xico,Goodman,6750
2451,Xico,Feynman,4250
2452,Xico,Cave,5250
2453,John,Feynman,6750
2454,Xico,Feynman,6750
2455,John,White,3750
2456,Henry,Goodman,5750
2457,Roger,Feynman,5750
2458,John,Goodman,3750
2459,John,Feynman,3000
2460,Xico,Red,5750
2461,Henry,White,5750
2462,Henry,Cave,5750
2463,Mike,Cave,4500
2464,Henry,Cave,5250
2465,Henry,Red,5750
2466,John,Goodman,5250
2467,Henry,White,3000
2468,Roger,Goodman,4500
2469,John,Cave,5250
2470,Henry,Feynman,5250
2471,Henry,Red,6750
2472,Henry,Goodman,5750
2473,Xico,Cave,5750
2474,John,Cave,6750
2475,Mike,Feynman,4500
2476,Henry,White,4500
2477,John,Red,4500
2478,Roger,White,5750
2479,John,Cave,3000
2480,Xico,Red,3000
2481,Xico,Feynman,5250
2482,Henry,Feynman,4500
2483,Mike,Feynman,5750
2484,Mike,Red,4250
2485,Henry,Red,4500
2486,Henry,Goodman,4250
2487,Henry,Goodman,4250
2488,John,White,4500
2489,Mike,White,4500
2490,Mike,Feynman,6750
2491,Xico,Goodman,3000
2492,Xico,Goodman,3750
2493,Xico,Cave,4250
2494,John,Red,6750
2495,John,Feynman,5750
2496,John,Red,5750
2497,Henry,Feynman,4500
2498,Xico,Red,5750
2499,John,Feynman,6750
2500,Mike,Cave,3750
2501,Henry,Cave,4500
2502,Henry,Cave,5750
2503,Henry,Feynman,6750
2504,Roger,Feynman,6750
2505,Henry,Red,3000
2506,John,Goodman,5750
2507,Mike,Goodman,3000
2508,Henry,Cave,3000
2509,Mike,White,3750
2510,Mike,Cave,3000
2511,Henry,Goodman,4250
2512,Xico,White,5250
2513,Henry,Cave,5250
2514,Henry,Cave,6750
2515,Henry,White,5750
2516,Mike,Red,3000
2517,Mike,Red,5250
2518,Roger,Feynman,3750
2519,Mike,White,4500
2520,Roger,Red,3000
2521,John,Cave,5750
2522,Xico,Red,5750
2523,Xico,Cave,5750
2524,Mike,Red,3000
2525,John,Red,5250
2526,Henry,Red,5250
2527,Roger,Goodman,5750
2528,Roger,Feynman,6750
2529,Mike,Cave,5250
2530,Henry,Cave,5750
2531,John,Goodman,5250
2532,Mike,Goodman,3000
2533,Henry,Feynman,3000
2534,John,Feynman,3750
2535,John,White,4500
2536,Henry,White,4500
2537,John,Red,5250
2538,Roger,Red,5750
2539,Xico,White,5750
2540,Roger,Red,3000
2541,Mike,Goodman,5750
2542,Xico,Goodman,4250
2543,Xico,Goodman,4500
2544,Mike,Goodman,4250
2545,Roger,White,6750
2546,Roger,Goodman,4500
2547,Roger,Red,3750
2548,Henry,Cave,4500
2549,Roger,Goodman,3000
2550,Xico,White,3000
2551,Xico,White,4500
2552,Roger,White,4500
2553,John,Cave,5750
2554,Mike,Goodman,4500
2555,Henry,Feynman,3750
2556,Xico,Goodman,4250
2557,Xico,Red,4250
2558,Henry,White,3750
2559,Xico,White,4500
2560,Xico,White,4250
2561,Henry,Cave,5750
2562,Mike,White,6750
2563,John,Cave,3750
2564,Roger,Red,3750
2565,Mike,Feynman,4250
2566,Henry,White,5250
2567,Xico,Feynman,3750
2568,Mike,Feynman,4500
2569,Henry,Red,3000
2570,John,White,3000
2571,John,Feynman,5750
2572,Henry,Cave,5250
2573,Xico,Feynman,4250
2574,Xico,Red,5250
2575,Roger,Cave,5250
2576,Mike,White,4500
2577,Mike,Cave,3000
2578,Xico,Cave,3750
2579,Xico,Red,4500
2580,Roger,Feynman,3750
2581,Roger,Goodman,3000
2582,Roger,White,5750
2583,Xico,White,6750
2584,Roger,Goodman,5250
2585,Xico,Feynman,6750
2586,Mike,Feynman,5750
2587,Xico,Cave,3000
2588,Roger,White,4250
2589,John,White,3000
2590,Mike,Feynman,4500
2591,John,Cave,6750
2592,Mike,Cave,4500
2593,Henry,Goodman,4500
2594,Xico,Red,3750
2595,Xico,White,4500
2596,John,Red,5750
2597,Roger,Cave,5750
2598,Henry,Cave,6750
2599,Xico,Cave,3000
2600,John,Feynman,6750
2601,John,Cave,6750
2602,Xico,Feynman,5750
2603,John,Goodman,5750
2604,John,White,5750
2605,Roger,Cave,5750
2606,Xico,Goodman,5750
2607,Xico,Goodman,3000
2608,Henry,Goodman,3000
2609,Roger,Goodman,4500
2610,Xico,Goodman,5250
2611,Roger,Goodman,4500
2612,Mike,Feynman,6750
2613,Henry,Goodman,4250
2614,Roger,Goodman,5750
2615,Henry,White,4250
2616,Roger,White,4250
2617,Mike,Feynman,4500
2618,Xico,Goodman,5750
2619,Roger,Goodman,3000
2620,Mike,White,4500
2621,John,Cave,5750
2622,Xico,Red,3000
2623,Henry,Goodman,4500
2624,Henry,White,4250
2625,Henry,Red,5250
2626,Xico,Red,3000
2627,John,Cave,3750
2628,Mike,White,3000
2629,Mike,White,5750
2630,Xico,Cave,4250
2631,Henry,White,3000
2632,John,Cave,3000
2633,John,White,5750
2634,Mike,Feynman,4250
2635,Roger,Goodman,3000
2636,Xico,Cave,5750
2637,John,Cave,4500
2638,Xico,Cave,5750
2639,John,Goodman,3000
2640,Mike,Cave,3000
2641,Xico,Red,6750
2642,Roger,White,4250
2643,Mike,Cave,3750
2644,Henry,White,5250
2645,Henry,Goodman,4250
2646,John,Cave,4250
2647,Roger,Goodman,6750
2648,Roger,Red,6750
2649,Xico,White,3000
2650,John,White,3750
2651,John,Feynman,4500
2652,Roger,Red,4500
2653,Xico,White,4500
2654,Roger,Cave,4500
2655,John,Feynman,5250
2656,John,White,5250
2657,Mike,Feynman,5750
2658,Henry,Red,5750
2659,John,White,4500
2660,Xico,Goodman,4500
2661,John,Feynman,3000
2662,Henry,Feynman,3000
2663,Mike,Goodman,3750
2664,Mike,Cave,4250
2665,Xico,Cave,4500
2666,Henry,Cave,4500
2667,Mike,White,3000
2668,Roger,White,5750
2669,Mike,Cave,5750
2670,Mike,Feynman,3000
2671,Roger,White,5750
2672,Xico,Goodman,6750
2673,John,Cave,6750
2674,Xico,Red,6750
2675,John,Red,6750
2676,Xico,White,3000
2677,Roger,White,5750
2678,Xico,Feynman,4500
2679,Roger,Cave,5750
2680,Mike,Goodman,3000
2681,Xico,Goodman,3000
2682,Mike,White,5750
2683,Xico,Goodman,4250
2684,Roger,Cave,3000
2685,Xico,Cave,3000
2686,Mike,Goodman,5250
2687,Henry,Cave,3750
2688,Roger,Cave,5750
2689,Xico,Goodman,4500
2690,Mike,White,3000
2691,Henry,Feynman,5750
2692,Mike,Red,5750
2693,Roger,Red,4250
2694,Henry,Goodman,5750
2695,Xico,Goodman,6750
2696,Henry,Cave,6750
2697,Xico,Cave,6750
2698,Mike,Cave,3000
2699,Xico,Cave,4500
2700,Xico,Cave,5750
2701,John,Goodman,4250
2702,Roger,Goodman,4250
2703,Henry,Cave,5250
2704,Mike,White,5750
2705,John,Red,6750
2706,Mike,Feynman,3000
2707,Xico,Feynman,5750
2708,Xico,White,4500
2709,Xico,Red,3000
2710,Roger,Cave,4250
2711,John,Feynman,4500
2712,Henry,Cave,4250
2713,Henry,White,3000
2714,Xico,Red,3000
2715,Henry,Feynman,5750
2716,Roger,Feynman,4500
2717,John,Goodman,5750
2718,Mike,Red,4500
2719,Xico,Cave,3750
2720,Xico,Feynman,5750
2721,Xico,Goodman,5750
2722,Xico,Feynman,5750
2723,Mike,Goodman,3000
2724,Roger,Feynman,3000
2725,Xico,White,6750
2726,Xico,White,3000
2727,Roger,White,4500
2728,Xico,Goodman,6750
2729,John,Goodman,4500
2730,Xico,Red,3000
2731,John,Red,3000
2732,Roger,Goodman,5250
2733,Roger,Goodman,3000
2734,John,White,4250
2735,John,Red,4500
2736,Xico,Red,3000
2737,Mike,White,5250
2738,Henry,White,5750
2739,Henry,Cave,3000
2740,Xico,Goodman,4500
2741,Roger,White,5250
2742,Xico,White,3000
2743,Roger,Cave,6750
2744,John,Cave,6750
2745,John,White,4250
2746,Roger,Goodman,5750
2747,Mike,Goodman,5750
2748,Roger,Cave,6750
2749,John,White,3000
2750,Xico,Feynman,4250
2751,John,Cave,5250
2752,Xico,Feynman,6750
2753,Mike,Red,6750
2754,Xico,Feynman,4250
2755,Roger,Red,5750
2756,Xico,White,5750
2757,Xico,Cave,5750
2758,John,Feynman,6750
2759,John,White,3000
2760,Xico,Goodman,3000
2761,Mike,Red,3000
2762,Roger,Goodman,5750
2763,John,Feynman,5750
2764,John,Cave,4250
2765,Roger,Feynman,3750
2766,Mike,Cave,4500
2767,Mike,Red,4250
2768,John,White,4250
2769,John,White,4250
2770,Xico,Goodman,4250
2771,Roger,Feynman,4500
2772,Mike,Cave,3000
2773,Roger,Cave,4250
2774,Roger,White,3000
2775,Roger,Cave,4250
2776,Henry,White,3000
2777,Xico,Red,4500
2778,Henry,Goodman,4500
2779,Henry,Red,5750
2780,Roger,White,5750
2781,Xico,Feynman,5750
2782,Roger,White,5250
2783,Henry,Red,3000
2784,Mike,Red,3750
2785,Mike,Goodman,4250
2786,Henry,Cave,4250
2787,Roger,Goodman,3000
2788,Henry,White,5250
2789,Mike,White,6750
2790,Roger,Feynman,4500
2791,Roger,Cave,3750
2792,John,Red,3000
2793,Roger,Cave,5750
2794,Xico,Red,3000
2795,Roger,Red,3000
2796,Henry,Goodman,4500
2797,Roger,Feynman,4500
2798,Henry,Goodman,4500
2799,Xico,Cave,5750
2800,Xico,Goodman,6750
2801,Roger,Feynman,4500
2802,Roger,Feynman,3000
2803,Xico,Cave,5250
2804,Roger,Red,5750
2805,John,Feynman,4500
2806,Xico,Goodman,5250
2807,Mike,Goodman,3000
2808,Xico,Cave,5250
2809,John,Feynman,3000
2810,Xico,Cave,5750
2811,Roger,Cave,5750
2812,Mike,Red,3000
2813,Henry,Goodman,4500
2814,Mike,Cave,6750
2815,Xico,Goodman,5750
2816,Henry,Goodman,5750
2817,Mike,Goodman,3000
2818,Xico,Goodman,3000
2819,Mike,White,3000
2820,Mike,Goodman,5750
2821,Mike,Red,3000
2822,Henry,Feynman,4250
2823,Xico,Feynman,3000
2824,Xico,Goodman,4500
2825,John,Red,3750
2826,John,White,4500
2827,Henry,Red,3750
2828,Henry,Goodman,5250
2829,Henry,Cave,5250
2830,Henry,Cave,4500
2831,John,Goodman,4500
2832,Mike,Goodman,5750
2833,John,Cave,6750
2834,Roger,Red,5250
2835,Henry,White,4500
2836,Roger,Cave,4500
2837,Roger,Cave,3000
2838,Roger,Feynman,3000
2839,Roger,Feynman,6750
2840,Henry,Red,4500
2841,Mike,Red,6750
2842,Mike,Cave,3000
2843,Roger,White,5750
2844,John,White,4250
2845,Roger,Red,4500
2846,Henry,Cave,3750
2847,Mike,Cave,6750
2848,Mike,Red,6750
2849,John,Feynman,3000
2850,Xico,White,4250
2851,Henry,White,5250
2852,John,White,3000
2853,Henry,White,5750
2854,John,Red,5250
2855,John,Goodman,5250
2856,Mike,Red,6750
2857,Mike,Feynman,4250
2858,Roger,Red,5250
2859,Henry,White,4500
2860,Xico,Red,4250
2861,Henry,Red,3000
2862,Roger,Goodman,4250
2863,John,Cave,5750
2864,John,White,4250
2865,Xico,Goodman,6750
2866,Xico,Feynman,5250
2867,Mike,Cave,3000
2868,Henry,Cave,5750
2869,Henry,Goodman,4500
2870,Xico,White,4250
2871,Henry,Cave,5750
2872,Xico,Feynman,4250
2873,John,Feynman,3000
2874,Mike,Goodman,3000
2875,Roger,Goodman,5250
2876,John,Red,5750
2877,John,Goodman,3750
2878,Roger,Feynman,4250
2879,Mike,Feynman,4500
2880,John,Red,6750
2881,Roger,Feynman,6750
2882,Henry,Red,5250
2883,John,Red,4500
2884,Henry,Cave,6750
2885,Henry,Red,4500
2886,Roger,Goodman,5750
2887,Henry,Feynman,4250
2888,John,Feynman,3000
2889,Xico,Cave,5750
2890,Henry,Red,5750
2891,John,Feynman,4500
2892,Henry,Feynman,6750
2893,Henry,White,5750
2894,Mike,Cave,5250
2895,Mike,Goodman,3000
2896,Xico,Cave,3000
2897,Xico,Goodman,3750
2898,Xico,White,3750
2899,Mike,White,4500
2900,Mike,Cave,5750
2901,Mike,White,4500
2902,Roger,White,4500
2903,Roger,Red,5750
2904,Henry,Feynman,5750
2905,Mike,White,6750
2906,Henry,White,4250
2907,Roger,White,3000
2908,John,White,5250
2909,Henry,Goodman,4500
2910,Xico,Red,4500
2911,Mike,Cave,4500
2912,Henry,Cave,3000
2913,Henry,Goodman,4250
2914,Xico,Feynman,4500
2915,Roger,Goodman,3000
2916,Henry,White,4500
2917,Henry,Goodman,5750
2918,Henry,Cave,6750
2919,Henry,Red,3000
2920,Henry,Goodman,4500
2921,John,Red,4500
2922,John,Red,3000
2923,Roger,Cave,4500
2924,John,Cave,3000
2925,Xico,Feynman,4250
2926,Mike,Goodman,3000
2927,Henry,Goodman,5250
2928,Roger,White,6750
2929,Henry,White,5250
2930,Henry,Goodman,5250
2931,John,White,3000
2932,Mike,Red,3000
2933,Xico,Red,4500
2934,John,Red,5750
2935,John,Goodman,3750
2936,John,Cave,3000
2937,Xico,Goodman,5750
2938,Roger,Goodman,5750
2939,John,White,5750
2940,John,Red,5250
2941,John,Feynman,4500
2942,John,Cave,3750
2943,Xico,Red,4500
2944,Henry,Cave,3750
2945,Mike,Feynman,3000
2946,Xico,Goodman,5750
2947,Roger,White,3000
2948,Mike,Goodman,4250
2949,Mike,White,6750
2950,Xico,Red,3000
2951,Mike,Goodman,3750
2952,Roger,White,4500
2953,John,Cave,3000
2954,Mike,Red,4500
2955,Mike,White,4250
2956,Mike,Goodman,4500
2957,Xico,Red,3750
2958,Xico,Goodman,3000
2959,Xico,Red,3750
2960,Henry,Feynman,4500
2961,Mike,Feynman,5750
2962,John,Goodman,4250
2963,Henry,Feynman,5250
2964,Mike,Red,3750
2965,Henry,White,6750
2966,Roger,Cave,5750
2967,Roger,Red,3000
2968,Roger,Goodman,4250
2969,John,Feynman,3000
2970,Mike,Feynman,4500
2971,Roger,Goodman,5750
2972,John,Cave,3000
2973,John,White,3750
2974,John,Feynman,5750
2975,John,Goodman,4250
2976,Xico,Red,4250
2977,John,White,3000
2978,John,Red,4500
2979,Roger,Goodman,5250
2980,Xico,Goodman,6750
2981,Mike,Feynman,4500
2982,Xico,Cave,3000
2983,Xico,Feynman,4500
2984,Henry,Cave,5750
2985,John,Red,4500
2986,Mike,Goodman,4500
2987,Mike,Red,5750
2988,John,White,4500
2989,Roger,Cave,6750
2990,Roger,Feynman,4500
2991,John,Goodman,3750
2992,Roger,Cave,4250
2993,Mike,Feynman,6750
2994,Roger,Goodman,5750
2995,Roger,Goodman,4500
2996,Xico,Feynman,3000
2997,Roger,White,3000
2998,Henry,White,5250
2999,Roger,White,3000
3000,Roger,Goodman,4250
3001,Xico,Goodman,3000
3002,Henry,Red,3750
3003,John,Cave,4250
3004,Xico,Red,4500
3005,Xico,Feynman,3000
3006,Mike,Goodman,3000
3007,John,Goodman,3750
3008,Roger,Feynman,5250
3009,John,Cave,6750
3010,Henry,Cave,3000
3011,Henry,White,3750
3012,Mike,White,5250
3013,John,Red,5750
3014,John,Red,3000
3015,Roger,Goodman,6750
3016,Xico,Cave,4500
3017,Roger,Red,4500
3018,Roger,Red,3000
3019,Mike,Goodman,3000
3020,Roger,Feynman,3000
3021,Henry,Feynman,3750
3022,Henry,Cave,3000
3023,John,White,3000
3024,Henry,Goodman,4250
3025,Xico,Red,3000
3026,Roger,Goodman,3000
3027,John,Cave,6750
3028,Henry,White,4250
3029,John,Goodman,5750
3030,John,Feynman,5250
3031,Xico,Cave,6750
3032,Roger,Red,4500
3033,John,Feynman,4250
3034,John,Red,4500
3035,Henry,Red,6750
3036,Roger,Feynman,5750
3037,John,White,3750
3038,Roger,Feynman,5250
3039,Xico,Cave,4250
3040,Henry,White,4250
3041,Henry,Cave,5750
3042,Xico,Red,3750
3043,Xico,Feynman,3000
3044,Roger,White,3000
3045,Mike,Feynman,5250
3046,Xico,Goodman,3000
3047,Henry,Feynman,4250
3048,Roger,Feynman,5250
3049,Henry,Red,5250
3050,John,White,3000
3051,John,White,4500
3052,Xico,White,5250
3053,Henry,White,4500
3054,Henry,Feynman,3000
3055,Henry,Feynman,3000
3056,Henry,Feynman,4250
3057,Henry,Cave,4500
3058,Henry,Goodman,4250
3059,Xico,Cave,5750
3060,Mike,Cave,4250
3061,Mike,Cave,3000
3062,Xico,Red,4500
3063,Henry,Red,3000
3064,Henry,Feynman,3000
3065,John,Cave,3000
3066,John,Red,4250
3067,Henry,Feynman,3000
3068,John,Red,4500
3069,Mike,Red,4250
3070,Xico,Feynman,3000
3071,Roger,Feynman,6750
3072,John,Cave,3750
3073,Mike,Red,3000
3074,Xico,Goodman,5750
3075,Xico,White,4250
3076,Henry,Red,3750
3077,Xico,Cave,3750
3078,Henry,Cave,5750
3079,Roger,Feynman,3750
3080,John,Goodman,3750
3081,Roger,Feynman,5750
3082,Xico,Feynman,3750
3083,Henry,White,5250
3084,Henry,White,3000
3085,Henry,Feynman,5250
3086,Mike,Feynman,4500
3087,Mike,Red,4500
3088,Mike,White,4500
3089,Henry,Red,3750
3090,Mike,Cave,4500
3091,Henry,White,3000
3092,Roger,Goodman,3000
3093,Roger,Red,5750
3094,Roger,Goodman,6750
3095,Roger,White,3000
3096,Mike,Red,3750
3097,Roger,Feynman,4500
3098,John,Red,3750
3099,Roger,Cave,5750
3100,John,Goodman,3000
3101,Xico,Cave,3750
3102,John,Red,6750
3103,Roger,Feynman,4250
3104,Xico,Red,3750
3105,John,Goodman,4500
3106,Henry,White,3000
3107,Henry,Cave,3000
3108,Mike,Goodman,4500
3109,Henry,White,4500
3110,Xico,Feynman,4500
3111,John,Cave,5750
3112,Henry,Red,4250
3113,Xico,Red,3000
3114,Mike,Feynman,5750
3115,Mike,White,3000
3116,Xico,Cave,5250
3117,Mike,Cave,4500
3118,Roger,Red,5250
3119,Xico,Goodman,3000
3120,Mike,Feynman,3000
3121,Henry,Cave,3000
3122,Xico,Cave,3750
3123,Mike,White,4250
3124,Henry,White,5750
3125,Mike,White,4500
3126,John,Red,3000
3127,Mike,Goodman,4500
3128,Xico,Goodman,6750
3129,Mike,Goodman,3000
3130,Xico,Cave,5250
3131,Roger,Red,4500
3132,Mike,Feynman,3000
3133,Mike,Cave,5750
3134,Roger,White,6750
3135,Henry,Feynman,3750
3136,Mike,White,3000
3137,Roger,Goodman,5750
3138,Henry,Cave,4500
3139,Xico,Red,4500
3140,Mike,Goodman,3750
3141,Henry,Feynman,5750
3142,Henry,Cave,5250
3143,John,White,5750
3144,John,Goodman,4500
3145,Roger,Feynman,5750
3146,Henry,Red,6750
3147,Henry,White,5250
3148,Xico,Red,5750
3149,Mike,Goodman,3000
3150,Roger,Goodman,4250
3151,John,Goodman,4250
3152,Henry,Cave,5750
3153,Mike,Red,5250
3154,Roger,Cave,4500
3155,John,Feynman,4250
3156,Xico,Red,4250
3157,Roger,Cave,4250
3158,Mike,White,3000
3159,Roger,White,4250
3160,Henry,Goodman,5750
3161,Henry,Goodman,4500
3162,Henry,Cave,4500
3163,Henry,Red,4500
3164,Henry,Cave,5250
3165,Mike,White,5250
3166,Xico,Cave,3750
3167,Roger,Red,3000
3168,John,Feynman,3000
3169,John,Cave,4500
3170,Henry,Goodman,5250
3171,John,Goodman,3000
3172,Mike,Feynman,6750
3173,Roger,White,3000
3174,Mike,Goodman,3000
3175,Xico,Cave,4500
3176,Xico,Feynman,5750
3177,Xico,Goodman,4250
3178,Roger,Feynman,5250
3179,Roger,Feynman,5750
3180,Mike,Cave,5750
3181,John,Red,5750
3182,Mike,White,3750
3183,Roger,White,5750
3184,Henry,Red,5750
3185,Roger,Goodman,3750
3186,Roger,Cave,3750
3187,Roger,White,3000
3188,Mike,Red,3000
3189,Roger,Cave,5750
3190,Roger,Cave,5750
3191,Xico,Goodman,5750
3192,John,White,3750
3193,Henry,White,4500
3194,Henry,Cave,6750
3195,Roger,Feynman,3750
3196,Mike,Cave,5750
3197,Henry,Red,5750
3198,Xico,Feynman,4500
3199,John,White,4250
3200,Roger,Red,4500
3201,Roger,Red,6750
3202,John,Cave,3000
3203,Henry,Cave,3000
3204,Xico,Goodman,3000
3205,Xico,Red,6750
3206,Henry,Goodman,5750
3207,Roger,Red,5750
3208,Henry,Red,4250
3209,Mike,Goodman,3000
3210,Roger,White,3750
3211,Roger,Goodman,6750
3212,Henry,Cave,3000
3213,Mike,White,5750
3214,Roger,White,5250
3215,Roger,Goodman,6750
3216,Mike,Goodman,4250
3217,John,Red,3750
3218,John,Red,5750
3219,Xico,White,6750
3220,Mike,Feynman,3750
3221,Mike,White,3000
3222,Mike,Feynman,3000
3223,Xico,Red,6750
3224,Mike,Red,3000
3225,Xico,Goodman,4500
3226,Henry,Cave,4500
3227,John,Feynman,3750
3228,Mike,Goodman,3000
3229,Xico,Cave,3000
3230,Mike,Cave,3000
3231,John,Red,3750
3232,Mike,White,5750
3233,John,White,5250
3234,Roger,White,3750
3235,Xico,Red,4500
3236,Roger,Cave,5750
3237,Roger,White,3000
3238,Xico,Cave,5250
3239,Xico,Feynman,5250
3240,Xico,Feynman,3750
3241,Roger,Goodman,4500
3242,Henry,Feynman,5250
3243,Mike,Feynman,3000
3244,Roger,Cave,3000
3245,Henry,Red,3000
3246,Henry,Red,3000
3247,Roger,Red,4250
3248,Mike,Cave,4500
3249,Henry,Red,4250
3250,Mike,Goodman,3750
3251,Henry,Goodman,3750
3252,Xico,White,5250
3253,John,Goodman,5250
3254,Roger,Cave,6750
3255,John,Red,4500
3256,Xico,Goodman,3000
3257,Henry,Cave,4500
3258,Xico,Red,4250
3259,Xico,Feynman,5250
3260,Xico,Feynman,5250
3261,Roger,White,3750
3262,Henry,White,6750
3263,Henry,Feynman,5250
3264,Mike,White,3000
3265,Henry,Goodman,3750
3266,Roger,Cave,3000
3267,Roger,White,6750
3268,Mike,Goodman,6750
3269,John,Feynman,6750
3270,Xico,Feynman,4500
3271,Xico,Red,3000
3272,Mike,Goodman,4250
3273,Xico,Goodman,3000
3274,Henry,Cave,4500
3275,John,White,3000
3276,John,Feynman,6750
3277,John,Cave,3750
3278,Xico,Feynman,5750
3279,Roger,White,5250
3280,Mike,Feynman,6750
3281,Xico,Cave,3000
3282,John,Cave,3750
3283,Mike,White,4500
3284,Roger,Goodman,6750
3285,John,White,5750
3286,John,Goodman,4500
3287,Xico,Goodman,5750
3288,Xico,Feynman,3000
3289,Roger,Cave,3750
3290,Mike,Goodman,4500
3291,Xico,Cave,6750
3292,Xico,White,5750
3293,Mike,Feynman,4500
3294,John,Feynman,4250
3295,John,Goodman,4500
3296,Xico,Goodman,5750
3297,Xico,Cave,3750
3298,John,Cave,6750
3299,Xico,Cave,3000
3300,Henry,Goodman,3000
3301,Henry,Red,5250
3302,John,Red,5750
3303,Xico,Goodman,4500
3304,Roger,Goodman,3750
3305,Mike,Cave,3750
3306,John,Cave,5250
3307,Mike,Goodman,5250
3308,Xico,White,4250
3309,John,Goodman,4250
3310,Henry,Goodman,3750
3311,Mike,Feynman,5750
3312,Henry,Goodman,6750
3313,Henry,White,5750
